Tenure Months,Monthly Charges,Total Charges,Churn Value,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Average Monthly Spend,Total Services,Is New Customer,High Monthly Charges,Charge per Tenure
-0.8295205827584317,0.47156173812821356,-0.5980138633177725,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.16653506661714837,2,1,1,0.03467535314344165
-1.1145631287986442,-1.4527991880641573,-0.957157636650115,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-0.6916027620932821,1,1,0,-0.25938537250079335
-0.30015585439803716,1.1213243651931677,0.10268071547070626,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.5824452582527615,5,0,1,-0.2272672677503483
1.4508197855632678,1.503537675231376,2.3530574985015806,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0.8054238857983373,6,0,1,-0.47885003434098994
0.9214550572028734,1.0631614701873533,1.3054481353436427,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.5306590993615714,4,0,1,-0.4635463784982489
0.18848851024232702,0.39013368512007346,0.2588100276268009,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2344362323381026,1,0,1,-0.43081474118987845
-0.9109613101984924,1.1794872601989819,-0.5373986941984968,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.5836715910396946,4,1,1,0.38329075432072907
-1.1960038562387048,0.32033821111309646,-0.9060784300434129,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.062048493919172096,1,1,1,1.4709499596267306
-0.21871512695797646,0.44164939212522314,-0.06464010824528367,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.24738748197245833,2,0,1,-0.34203253220760216
-0.30015585439803716,-0.2047896409393986,-0.3440305654713106,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,-0.05538245833786472,5,0,0,-0.40321862420930815
-1.2774445836787656,-0.9742016520163136,-0.9917696487327894,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.7120893962675128,1,1,0,1.3706268177860956
-1.2367242199587352,-0.6784017859867437,-0.9715498763681658,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5587127950831055,1,1,0,1.0333499695028177
-1.2774445836787656,0.18905624809997262,-0.9763178576244527,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.42527651782828274,1,1,1,3.377089654598796
-0.9924020376385531,0.21232140610229844,-0.7585800469206894,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.023836029124574994,4,1,1,0.24477822601896929
-1.2774445836787656,-0.6351950639824246,-0.987266555324074,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.6285039288366515,1,1,0,1.9553674159429395
-1.0331224013585834,1.0049985751815391,-0.7180301322549542,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.3403090012627191,3,1,1,0.6998949551944215
-0.5037576729981889,0.5862257311396761,-0.30442983225937326,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.24014887123089687,2,0,1,-0.21174894188530813
-1.1552834925186746,0.20401242110146783,-0.8868961350817778,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.10773368812770662,1,1,1,0.9641747745574658
1.0436161483629645,-0.6468276429835875,0.1630309967424102,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.26612662109240304,3,0,0,-0.5736016632407193
-1.2367242199587352,1.3174164112127704,-0.9002288234095427,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0.32385140514275385,5,1,1,3.3283612714190594
0.8400143297628127,1.0000131841810405,1.2000669199847858,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.514999289630613,4,0,1,-0.460243980291779
-0.7073594915983407,0.32200000811326246,-0.5016167607890484,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.1709869698127023,1,0,1,-0.12812926192596252
-1.0331224013585834,0.3884718881199074,-0.7850909056651358,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029117028156154596,2,1,1,0.4340386293167387
-1.2774445836787656,-1.156999322034587,-0.9941977873355281,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7571599914508204,1,1,0,1.0553255148583853
-0.9924020376385531,0.6560212051466532,-0.7148735520713938,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2041184098578054,2,1,1,0.4148498379011887
-0.7888002190384014,0.4815325201292102,-0.5166491461387304,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.29877966712952875,3,0,1,-0.012604092979884381
-1.2774445836787656,-1.328164413051698,-0.9964714080271831,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.7993624578497357,0,1,0,0.7600888402988024
-1.0738427650786138,0.8720548151682491,-0.7729943606260379,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.24065615931521123,4,1,1,0.8288818518466664
-1.2774445836787656,0.50313588113137,-0.9721458740252016,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.3478370406496906,2,1,1,3.918834620538225
-0.5444780367182193,1.3905354792200795,-0.15339961116902975,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0.58262491027552,6,0,1,-0.05052214577352845
-1.2367242199587352,-0.6235624849812617,-0.9701150671938202,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5409577121321056,1,1,0,1.0964102300883598
-1.1552834925186746,0.179085466098976,-0.8889490159004568,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.12297574395333427,1,1,0,0.9469765216704997
-1.1552834925186746,-0.4889569279678058,-0.9282407132902275,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.41470541459437976,2,1,0,0.48606334429981074
-1.2774445836787656,-0.31779183695069496,-0.983050423750228,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.5502449862910901,2,1,0,2.5028451328446906
-1.2774445836787656,0.6593447991469852,-0.9700709192192251,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,-0.30932216840213694,3,1,1,4.1882739157673585
-1.2367242199587352,-0.34438058895335305,-0.9570472667136268,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.37924987971684443,2,1,0,1.4174442839783918
-0.8702409464784621,1.0049985751815391,-0.5128303463362415,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.5274885488346072,4,1,1,0.24605217067726307
-0.7073594915983407,0.32033821111309646,-0.5331384146500555,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.09784968581069856,2,0,1,-0.12848755886110763
-1.2774445836787656,-0.5388108379727895,-0.9859862640608118,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.6047394331945438,2,1,0,2.1216171938502772
-1.2367242199587352,0.1873944510998066,-0.9424563611098973,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.19869434386129095,1,1,1,2.0289377199594054
-1.2774445836787656,-0.8163309370005319,-0.9896726199395152,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.6731647913364744,2,1,0,1.6429324884963907
-1.2367242199587352,-0.6700928009859131,-0.9718589121903324,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.5625369667956286,1,1,0,1.042904554440021
-1.1960038562387048,-0.7847567939973756,-0.949056483311887,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.46092326129144423,2,1,0,0.5178801121406978
-0.7888002190384014,1.4005062612210766,-0.4051092883238363,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.5945481313649223,5,0,1,0.2138395700318347
1.0843365120829946,-1.5093002860698053,-0.5219689770774578,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-0.7022284963516499,1,0,0,-0.6246571546500769
-0.6666391278783103,0.9867188081797118,-0.34025591364341695,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.45432314592295253,4,0,1,-0.024623600249626735
-1.2774445836787656,-1.328164413051698,-0.9964714080271831,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7993624578497357,0,1,0,0.7600888402988024
-1.2774445836787656,0.19404163910047073,-0.9762516356625597,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.42404731977782895,1,1,1,3.3856887810422784
-1.1145631287986442,0.6859335511496436,-0.830342579625265,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.09303532677975453,3,1,1,0.9702897089172758
0.7992939660427822,1.3390197722149297,1.4758372432940026,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7367949497822225,5,0,1,-0.4343784970016099
-0.5851984004382496,1.0099839661820376,-0.22160823191868792,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.5327863205491363,4,0,1,-0.08745313092027643
-1.2774445836787656,0.17410007509847744,-0.9765165235101312,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4289641119796443,1,1,0,3.3512922752683467
-0.9924020376385531,0.3236618051134285,-0.739640565819328,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.10195839410897489,2,1,1,0.28745537207181093
-0.9109613101984924,-0.6617838159850825,-0.8151998243390949,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.3538712856246459,1,1,0,-0.19415361533861422
-0.3408762181180675,0.37683930911874425,-0.2512977448339922,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.12020879834845394,1,0,1,-0.31262351977089037
-1.2774445836787656,0.2937494591104381,-0.9749271964247023,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.3994633587687521,2,1,1,3.5576713099119384
-1.1552834925186746,1.0199547481830342,-0.8325499783550275,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.29577105856794156,3,1,1,1.527130919057486
-0.015113308357824713,0.33695618111475767,0.009462267112840058,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1413589511470913,1,0,1,-0.40140124861286103
-1.1145631287986442,0.5264010391336954,-0.8239631972962517,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.132506241955439,2,1,1,0.8785656935201236
0.22920887396235737,0.5164302571326987,0.3429119192307483,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0.2827730771318604,6,0,1,-0.42556165360092213
-0.3408762181180675,0.9435120861753926,-0.022456718519524126,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.46002469672325386,4,0,1,-0.2344287966448182
0.880734693482843,0.5878875281398422,0.9130609371410787,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.29368514672474716,6,0,1,-0.48975510132307226
-1.2367242199587352,0.1857326540996401,-0.9460323470521124,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.24294547367762936,1,1,0,2.0270268029719642
-1.0331224013585834,0.3020584441112687,-0.7817135856085994,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.04478930329944105,1,1,1,0.39677574806164556
-1.2367242199587352,0.5264010391336954,-0.9386375613074083,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.1514385076993988,2,1,1,2.418764785397301
1.4508197855632678,0.36686852711774764,1.3297515953583268,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.25486192229167776,5,0,1,-0.5356790438805298
0.43281069256250915,1.3240635992134344,1.0939572630451075,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0.7703793252184791,5,0,1,-0.38906714805756226
1.247217966963116,1.284180471209448,1.907670656797421,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.6883256992974635,5,0,1,-0.4763938828870241
-1.2367242199587352,0.8521132511662559,-0.9331632124575977,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,-0.083696037363276,3,1,1,2.7933045149356723
-1.1552834925186746,0.6659919871476498,-0.8432337882070774,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21644681104532015,3,1,1,1.282915728062569
-0.46303730927815856,-0.7598298389948839,-0.6365329711521264,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.3767418190482416,2,0,0,-0.4432677026104248
-0.9109613101984924,0.5147684601325326,-0.6339282406510067,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25789685924365463,2,1,1,0.1748270829635655
-0.21871512695797646,-1.1304105700319294,-0.6519847622604631,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.5313387496103001,1,0,0,-0.5357176182917669
-1.1145631287986442,1.0548524851865226,-0.7899692568579108,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0.3428356861442076,4,1,1,1.1824014945231895
-1.2367242199587352,0.6942425361504742,-0.9272915318364296,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.011036774825337657,2,1,1,2.611767401128809
-0.30015585439803716,1.3356961782145975,0.1256376622602352,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.6152238729315307,5,0,1,-0.19882400336036601
-1.2774445836787656,-0.4690153639658123,-0.9850591565943116,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.5875306604881901,2,1,0,2.2420049640590394
-1.2774445836787656,0.8670694241677506,-0.967311670807022,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.25810558296656017,3,1,1,4.546570850912484
-0.8702409464784621,-1.4893587220678117,-0.9126123302835097,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-0.7092895562637013,1,1,0,-0.4710194288598472
0.9214550572028734,0.6875953481498096,1.1446612118677495,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.4240700684150738,3,0,1,-0.4866821234533341
0.06632741908223598,0.30538203811160125,0.10707343894293335,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.1795240429393067,2,0,1,-0.4193837219777897
1.4915401492832983,1.1528985081963241,2.0862933620097945,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.6381202755914863,4,0,1,-0.49874137458478995
-1.2774445836787656,-1.491020519067978,-0.9986346587823504,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-0.839516260831228,1,1,0,0.47918404314502433
-1.2774445836787656,-1.5009913010689746,-0.9987671027061362,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-0.8419746569321355,1,1,0,0.46198579025805847
-1.1960038562387048,0.5513279941361872,-0.9042462890977103,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.04504458755456069,2,1,1,1.6701630555674198
-0.4223169455581282,0.6161380771426661,-0.19249264267312186,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.31275893191450366,3,0,1,-0.24638282865146882
-1.2774445836787656,0.3502505571160864,-0.9741766808565829,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.3855324475302752,2,1,1,3.6551280762714127
1.1657772395230555,-1.5076384890696393,-0.48534823215069955,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-0.6899902657260201,1,0,0,-0.6257574729799419
-0.8295205827584317,-0.6435040489832552,-0.7783362655520628,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3484043628268233,1,1,0,-0.2612227926810248
1.125056875803025,1.3672703212177542,1.816483015270936,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.7159902119780671,5,0,1,-0.462584766583316
-1.2774445836787656,0.15914390209698223,-0.9767151893958097,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.43265170613100584,1,1,0,3.3254948959378976
-0.1779947632379461,0.5413572121351905,-0.024200563516036545,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.2560524199537364,2,0,1,-0.3411923876700205
-1.1552834925186746,1.2093996062019723,-0.8370530717637427,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.26233687159559693,4,1,1,1.6578376409984277
-1.0331224013585834,1.1645310871974868,-0.7101938667642976,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.37667277692197865,4,1,1,0.7686879667422853
-0.7888002190384014,-0.2928648819482031,-0.6832194542866011,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.14291216566688567,2,0,0,-0.20342280358288808
-1.2774445836787656,-0.3244390249513595,-0.9831387196994184,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.5518839170250286,2,1,0,2.4913796309200467
-1.2774445836787656,0.3303089931140931,-0.9744415687041545,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3904492397320905,2,1,1,3.620731570497481
-0.3408762181180675,0.5147684601325326,-0.1856055586362632,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.21775795563247088,2,0,1,-0.29359078657598126
-1.1145631287986442,1.0415581091851935,-0.8072531889119503,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.2358954557547232,4,1,1,1.174757826573427
-0.7073594915983407,0.14086413509515497,-0.5682360544532776,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016415314968131457,1,0,0,-0.16718362785678118
